Info	Severity
3669 > 80 [SYN] Seq=1528361009 Win=512 Len=0	1
3670 > 80 [SYN] Seq=1718663419 Win=512 Len=0	1
3671 > 80 [SYN] Seq=1804988733 Win=512 Len=0	1
3672 > 80 [SYN] Seq=1758487857 Win=512 Len=0	1
3673 > 80 [SYN] Seq=869215620 Win=512 Len=0	1
3674 > 80 [SYN] Seq=1716422098 Win=512 Len=0	1
3675 > 80 [SYN] Seq=108736773 Win=512 Len=0	1
3676 > 80 [SYN] Seq=932666487 Win=512 Len=0	1
3677 > 80 [SYN] Seq=1509584527 Win=512 Len=0	1
3678 > 80 [SYN] Seq=983093604 Win=512 Len=0	1
3679 > 80 [SYN] Seq=1823008911 Win=512 Len=0	1
3680 > 80 [SYN] Seq=1824015717 Win=512 Len=0	1
3681 > 80 [SYN] Seq=951797709 Win=512 Len=0	1
3682 > 80 [SYN] Seq=1281633819 Win=512 Len=0	1
3683 > 80 [SYN] Seq=417609365 Win=512 Len=0	1
3684 > 80 [SYN] Seq=1248685234 Win=512 Len=0	1
3685 > 80 [SYN] Seq=1340880434 Win=512 Len=0	1
3686 > 80 [SYN] Seq=635865774 Win=512 Len=0	1
3687 > 80 [SYN] Seq=1193374225 Win=512 Len=0	1
3688 > 80 [SYN] Seq=1807510258 Win=512 Len=0	1
3689 > 80 [SYN] Seq=663811582 Win=512 Len=0	1
3690 > 80 [SYN] Seq=2080862075 Win=512 Len=0	1
3691 > 80 [SYN] Seq=403297455 Win=512 Len=0	1
3692 > 80 [SYN] Seq=939770621 Win=512 Len=0	1
3693 > 80 [SYN] Seq=1792623663 Win=512 Len=0	1
3694 > 80 [SYN] Seq=2026982282 Win=512 Len=0	1
3695 > 80 [SYN] Seq=769625154 Win=512 Len=0	1
3696 > 80 [SYN] Seq=1939630105 Win=512 Len=0	1
3697 > 80 [SYN] Seq=466378151 Win=512 Len=0	1
3698 > 80 [SYN] Seq=1097479420 Win=512 Len=0	1
3699 > 80 [SYN] Seq=303164234 Win=512 Len=0	1
3700 > 80 [SYN] Seq=1759277251 Win=512 Len=0	1
3701 > 80 [SYN] Seq=742030946 Win=512 Len=0	1
3702 > 80 [SYN] Seq=1203897700 Win=512 Len=0	1
3703 > 80 [SYN] Seq=608398074 Win=512 Len=0	1
3704 > 80 [SYN] Seq=1972231337 Win=512 Len=0	1
3705 > 80 [SYN] Seq=569368642 Win=512 Len=0	1
3706 > 80 [SYN] Seq=803514059 Win=512 Len=0	1
3707 > 80 [SYN] Seq=1459850427 Win=512 Len=0	1
3708 > 80 [SYN] Seq=1900478625 Win=512 Len=0	1
3709 > 80 [SYN] Seq=961008610 Win=512 Len=0	1
3710 > 80 [SYN] Seq=464449293 Win=512 Len=0	1
3711 > 80 [SYN] Seq=87332742 Win=512 Len=0	1
3712 > 80 [SYN] Seq=781456668 Win=512 Len=0	1
3713 > 80 [SYN] Seq=1680971242 Win=512 Len=0	1
3714 > 80 [SYN] Seq=1056002180 Win=512 Len=0	1
3715 > 80 [SYN] Seq=155234718 Win=512 Len=0	1
3716 > 80 [SYN] Seq=319549290 Win=512 Len=0	1
3717 > 80 [SYN] Seq=37328021 Win=512 Len=0	1
3718 > 80 [SYN] Seq=501945138 Win=512 Len=0	1
3719 > 80 [SYN] Seq=1373427249 Win=512 Len=0	1
3720 > 80 [SYN] Seq=1168102290 Win=512 Len=0	1
3721 > 80 [SYN] Seq=1966832336 Win=512 Len=0	1
3722 > 80 [SYN] Seq=2025431193 Win=512 Len=0	1
3723 > 80 [SYN] Seq=136185835 Win=512 Len=0	1
3724 > 80 [SYN] Seq=239203573 Win=512 Len=0	1
3725 > 80 [SYN] Seq=66499395 Win=512 Len=0	1
3726 > 80 [SYN] Seq=387698454 Win=512 Len=0	1
3727 > 80 [SYN] Seq=994947207 Win=512 Len=0	1
3728 > 80 [SYN] Seq=207140158 Win=512 Len=0	1
3729 > 80 [SYN] Seq=1269240375 Win=512 Len=0	1
3730 > 80 [SYN] Seq=189444795 Win=512 Len=0	1
3731 > 80 [SYN] Seq=874514319 Win=512 Len=0	1
3732 > 80 [SYN] Seq=1918996245 Win=512 Len=0	1
3733 > 80 [SYN] Seq=231820978 Win=512 Len=0	1
3734 > 80 [SYN] Seq=716353887 Win=512 Len=0	1
3735 > 80 [SYN] Seq=1049859015 Win=512 Len=0	1
3736 > 80 [SYN] Seq=1801705002 Win=512 Len=0	1
3737 > 80 [SYN] Seq=1627922261 Win=512 Len=0	1
3738 > 80 [SYN] Seq=1988361217 Win=512 Len=0	1
3739 > 80 [SYN] Seq=488533201 Win=512 Len=0	1
3740 > 80 [SYN] Seq=236930471 Win=512 Len=0	1
3741 > 80 [SYN] Seq=1698002320 Win=512 Len=0	1
3742 > 80 [SYN] Seq=664114195 Win=512 Len=0	1
3743 > 80 [SYN] Seq=64206411 Win=512 Len=0	1
3744 > 80 [SYN] Seq=1579250212 Win=512 Len=0	1
3745 > 80 [SYN] Seq=1970280481 Win=512 Len=0	1
3746 > 80 [SYN] Seq=1392531937 Win=512 Len=0	1
3747 > 80 [SYN] Seq=165553870 Win=512 Len=0	1
3748 > 80 [SYN] Seq=474157949 Win=512 Len=0	1
3749 > 80 [SYN] Seq=672805665 Win=512 Len=0	1
3750 > 80 [SYN] Seq=2134924267 Win=512 Len=0	1
3751 > 80 [SYN] Seq=1733648750 Win=512 Len=0	1
3752 > 80 [SYN] Seq=1435811449 Win=512 Len=0	1
3753 > 80 [SYN] Seq=1119359909 Win=512 Len=0	1
3754 > 80 [SYN] Seq=920479966 Win=512 Len=0	1
3755 > 80 [SYN] Seq=1078375193 Win=512 Len=0	1
3756 > 80 [SYN] Seq=1659544985 Win=512 Len=0	1
3757 > 80 [SYN] Seq=904204148 Win=512 Len=0	1
3758 > 80 [SYN] Seq=1954783538 Win=512 Len=0	1
3759 > 80 [SYN] Seq=723456016 Win=512 Len=0	1
3760 > 80 [SYN] Seq=626945607 Win=512 Len=0	1
3761 > 80 [SYN] Seq=1854697105 Win=512 Len=0	1
3762 > 80 [SYN] Seq=986257534 Win=512 Len=0	1
3763 > 80 [SYN] Seq=2088106787 Win=512 Len=0	1
3764 > 80 [SYN] Seq=1097098547 Win=512 Len=0	1
3765 > 80 [SYN] Seq=877070349 Win=512 Len=0	1
3766 > 80 [SYN] Seq=330397560 Win=512 Len=0	1
3767 > 80 [SYN] Seq=1258785183 Win=512 Len=0	1
3768 > 80 [SYN] Seq=995188182 Win=512 Len=0	1
3769 > 80 [SYN] Seq=1527967775 Win=512 Len=0	1
