Info	Severity
52247 > 53 [UDP] Seq=0 Win=0 Len=75	0
51317 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 52247 [UDP] Seq=0 Win=0 Len=91	0
53088 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 51317 [UDP] Seq=0 Win=0 Len=244	0
64458 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 53088 [UDP] Seq=0 Win=0 Len=91	0
52580 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 64458 [UDP] Seq=0 Win=0 Len=244	0
53 > 52580 [UDP] Seq=0 Win=0 Len=103	0
