Info	Severity
51932 > 53 [UDP] Seq=0 Win=0 Len=120	0
49625 > 53 [UDP] Seq=0 Win=0 Len=77	0
53 > 58679 [UDP] Seq=0 Win=0 Len=360	0
56385 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 54013 [UDP] Seq=0 Win=0 Len=138	0
62524 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 62855 [UDP] Seq=0 Win=0 Len=115	0
53 > 51241 [UDP] Seq=0 Win=0 Len=115	0
61532 > 53 [UDP] Seq=0 Win=0 Len=78	0
52407 > 53 [UDP] Seq=0 Win=0 Len=66	0
51450 > 53 [UDP] Seq=0 Win=0 Len=89	0
60922 > 53 [UDP] Seq=0 Win=0 Len=76	0
53 > 59085 [UDP] Seq=0 Win=0 Len=247	0
53 > 58463 [UDP] Seq=0 Win=0 Len=287	0
6022 > 80 [ACK] Seq=1945587237 Ack=153814022 Win=512 Len=54	1
49858 > 53 [UDP] Seq=0 Win=0 Len=76	0
59911 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 54876 [UDP] Seq=0 Win=0 Len=384	0
12838 > 80 [ACK] Seq=1788553280 Ack=52804805 Win=512 Len=54	1
53 > 49525 [UDP] Seq=0 Win=0 Len=221	0
13623 > 80 [ACK] Seq=549262093 Ack=1073934476 Win=512 Len=54	1
60362 > 53 [UDP] Seq=0 Win=0 Len=75	0
53826 > 53 [UDP] Seq=0 Win=0 Len=75	0
15526 > 80 [ACK] Seq=1775659155 Ack=1936885744 Win=512 Len=54	1
53 > 65323 [UDP] Seq=0 Win=0 Len=243	0
55094 > 53 [UDP] Seq=0 Win=0 Len=75	0
63527 > 53 [UDP] Seq=0 Win=0 Len=82	0
52876 > 53 [UDP] Seq=0 Win=0 Len=88	0
11225 > 80 [ACK] Seq=528857266 Ack=1726229435 Win=512 Len=54	1
64886 > 53 [UDP] Seq=0 Win=0 Len=77	0
53 > 64722 [UDP] Seq=0 Win=0 Len=103	0
50382 > 53 [UDP] Seq=0 Win=0 Len=80	0
52575 > 53 [UDP] Seq=0 Win=0 Len=84	0
64569 > 53 [UDP] Seq=0 Win=0 Len=78	0
53 > 65529 [UDP] Seq=0 Win=0 Len=247	0
50269 > 53 [UDP] Seq=0 Win=0 Len=76	0
50671 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 54625 [UDP] Seq=0 Win=0 Len=91	0
51920 > 53 [UDP] Seq=0 Win=0 Len=83	0
53 > 59981 [UDP] Seq=0 Win=0 Len=91	0
56235 > 53 [UDP] Seq=0 Win=0 Len=78	0
3009 > 80 [ACK] Seq=2009454565 Ack=565345458 Win=512 Len=54	1
53 > 56360 [UDP] Seq=0 Win=0 Len=174	0
51761 > 53 [UDP] Seq=0 Win=0 Len=82	0
53 > 62124 [UDP] Seq=0 Win=0 Len=144	0
53 > 62610 [UDP] Seq=0 Win=0 Len=229	0
63447 > 53 [UDP] Seq=0 Win=0 Len=75	0
53 > 57036 [UDP] Seq=0 Win=0 Len=110	0
53 > 52763 [UDP] Seq=0 Win=0 Len=103	0
2303 > 80 [ACK] Seq=1373166461 Ack=1577552106 Win=512 Len=54	1
53 > 53092 [UDP] Seq=0 Win=0 Len=263	0
53 > 58755 [UDP] Seq=0 Win=0 Len=244	0
